Date [dd.mm.yyyy],Time [hh:mm:ss],,Date / Time,Flow [kg/h],cum. mass [t],Density [kg/dm³],Temperature [°C],el. conductivity [mS/cm],BHP 201 [bar] at 550 m,BHP 201 [bar] at 630 m
10/12/2015,16:45:00,0:05:00,12/10/2015 16:45,2.64,4.7,1.0947,12.26,0,62.91,71.5
10/12/2015,16:50:00,0:05:00,12/10/2015 16:50,132.17,4.71,0.281,12.07,0,61.26,63.47
10/12/2015,16:55:00,0:05:00,12/10/2015 16:55,597.58,4.77,0.5703,11.83,0,61.82,66.3
10/12/2015,17:00:00,0:05:00,12/10/2015 17:00,"1,930.52",4.93,1.1696,12.03,0,61.88,71.06
10/12/2015,17:05:00,0:05:00,12/10/2015 17:05,"1,831.07",5.08,1.1703,10.96,0,62.02,71.21
10/12/2015,17:10:00,0:05:00,12/10/2015 17:10,"1,883.48",5.24,1.1704,9.92,0,62.07,71.26
10/12/2015,17:15:00,0:05:00,12/10/2015 17:15,"1,904.19",5.39,1.1704,9.57,0,62.17,71.35
10/12/2015,17:20:00,0:05:00,12/10/2015 17:20,"1,872.58",5.55,1.1705,9.41,0,62.2,71.38
10/12/2015,17:25:00,0:05:00,12/10/2015 17:25,"2,610.40",5.77,1.1704,9.28,0,62.25,71.43
10/12/2015,17:30:00,0:05:00,12/10/2015 17:30,"2,906.08",6.01,1.1704,9.1,0,62.43,71.61
10/12/2015,17:35:00,0:05:00,12/10/2015 17:35,"2,885.18",6.25,1.1704,9.03,248.61,62.63,71.81
10/12/2015,17:40:00,0:05:00,12/10/2015 17:40,"2,882.81",6.49,1.1704,8.99,248.95,62.09,71.27
10/12/2015,17:45:00,0:05:00,12/10/2015 17:45,"2,903.63",6.73,1.1704,8.96,249.24,61.17,70.36
10/12/2015,17:50:00,0:05:00,12/10/2015 17:50,"2,888.13",6.97,1.1704,8.94,249.42,59.97,69.15
10/12/2015,17:55:00,0:05:00,12/10/2015 17:55,"2,888.50",7.21,1.1704,8.9,249.61,58.85,68.04
10/12/2015,18:00:00,0:05:00,12/10/2015 18:00,"2,889.21",7.45,1.1705,8.87,249.82,58.82,68.01
10/12/2015,18:05:00,0:05:00,12/10/2015 18:05,"2,912.92",7.7,1.1705,8.84,249.99,59.08,68.26
10/12/2015,18:10:00,0:05:00,12/10/2015 18:10,"2,987.63",7.94,1.1705,8.81,250.18,59.12,68.3
10/12/2015,18:15:00,0:05:00,12/10/2015 18:15,"3,009.72",8.2,1.1705,8.78,250.36,59.1,68.29
10/12/2015,18:20:00,0:05:00,12/10/2015 18:20,"3,015.62",8.45,1.1705,8.75,250.5,59.09,68.27
10/12/2015,18:25:00,0:05:00,12/10/2015 18:25,"3,018.38",8.7,1.1705,8.73,250.6,59.04,68.23
10/12/2015,18:30:00,0:05:00,12/10/2015 18:30,"3,051.40",8.95,1.1706,8.71,249.91,58.97,68.16
10/12/2015,18:35:00,0:05:00,12/10/2015 18:35,"3,046.44",9.21,1.1705,8.69,250.87,58.9,68.08
10/12/2015,18:40:00,0:05:00,12/10/2015 18:40,"3,044.76",9.46,1.1706,8.67,250.99,58.81,68
10/12/2015,18:45:00,0:05:00,12/10/2015 18:45,"3,034.81",9.71,1.1706,8.65,251.08,58.7,67.89
10/12/2015,18:50:00,0:05:00,12/10/2015 18:50,"3,028.89",9.96,1.1706,8.63,251.21,58.6,67.78
10/12/2015,18:55:00,0:05:00,12/10/2015 18:55,"3,025.13",10.22,1.1707,8.61,251.29,58.5,67.69
10/12/2015,19:00:00,0:05:00,12/10/2015 19:00,"3,023.23",10.47,1.1706,8.59,251.41,58.46,67.64
10/12/2015,19:05:00,0:05:00,12/10/2015 19:05,"3,023.13",10.72,1.1707,8.56,251.48,58.48,67.67
10/12/2015,19:10:00,0:05:00,12/10/2015 19:10,"3,022.67",10.97,1.1707,8.55,251.55,58.54,67.73
10/12/2015,19:15:00,0:05:00,12/10/2015 19:15,"3,006.79",11.21,1.1638,8.53,251.61,58.61,67.74
10/12/2015,19:20:00,0:05:00,12/10/2015 19:20,"3,020.31",11.46,1.1707,8.52,251.71,58.67,67.85
10/12/2015,19:25:00,0:05:00,12/10/2015 19:25,"3,019.09",11.71,1.1707,8.5,251.81,58.71,67.89
10/12/2015,19:30:00,0:05:00,12/10/2015 19:30,"3,018.13",11.97,1.1707,8.49,251.82,58.74,67.93
10/12/2015,19:35:00,0:05:00,12/10/2015 19:35,"3,017.77",12.22,1.1708,8.48,251.88,58.78,67.97
10/12/2015,19:40:00,0:05:00,12/10/2015 19:40,"3,016.35",12.47,1.1708,8.46,251.97,58.81,68
10/12/2015,19:45:00,0:05:00,12/10/2015 19:45,"3,015.20",12.72,1.1708,8.46,252,58.83,68.02
10/12/2015,19:50:00,0:05:00,12/10/2015 19:50,"3,013.74",12.97,1.1708,8.44,252.02,58.86,68.05
10/12/2015,19:55:00,0:05:00,12/10/2015 19:55,"3,013.19",13.22,1.1708,8.43,252.02,58.89,68.08
10/12/2015,20:00:00,0:05:00,12/10/2015 20:00,"3,012.25",13.47,1.1708,8.41,252.05,58.93,68.12
10/12/2015,20:05:00,0:05:00,12/10/2015 20:05,"3,010.11",13.72,1.1708,8.4,252.19,58.96,68.15
10/12/2015,20:10:00,0:05:00,12/10/2015 20:10,"3,011.88",13.97,1.1708,8.39,252.23,59,68.19
10/12/2015,20:15:00,0:05:00,12/10/2015 20:15,"3,013.21",14.22,1.1708,8.38,252.23,59.03,68.22
10/12/2015,20:20:00,0:05:00,12/10/2015 20:20,"3,013.15",14.47,1.1708,8.37,252.24,59.07,68.25
10/12/2015,20:25:00,0:05:00,12/10/2015 20:25,"3,013.63",14.73,1.1708,8.35,252.29,59.1,68.29
10/12/2015,20:30:00,0:05:00,12/10/2015 20:30,"3,014.83",14.98,1.1708,8.35,252.35,59.13,68.32
10/12/2015,20:35:00,0:05:00,12/10/2015 20:35,"3,011.65",15.23,1.1708,8.33,252.41,59.15,68.34
10/12/2015,20:40:00,0:05:00,12/10/2015 20:40,"3,012.10",15.48,1.1709,8.31,252.44,59.18,68.37
10/12/2015,20:45:00,0:05:00,12/10/2015 20:45,"3,012.33",15.73,1.1709,8.3,252.44,59.22,68.41
10/12/2015,20:50:00,0:05:00,12/10/2015 20:50,"3,007.57",15.98,1.1709,8.3,252.42,59.22,68.41
10/12/2015,20:55:00,0:05:00,12/10/2015 20:55,"3,005.97",16.23,1.1709,8.28,252.42,59.26,68.45
10/12/2015,21:00:00,0:05:00,12/10/2015 21:00,"3,004.25",16.48,1.1709,8.27,252.44,59.26,68.45
10/12/2015,21:05:00,0:05:00,12/10/2015 21:05,"2,999.47",16.73,1.1709,8.25,252.42,59.29,68.48
10/12/2015,21:10:00,0:05:00,12/10/2015 21:10,"2,998.12",16.98,1.1709,8.24,252.45,59.3,68.49
10/12/2015,21:15:00,0:05:00,12/10/2015 21:15,"3,000.45",17.23,1.1709,8.22,252.53,59.32,68.51
10/12/2015,21:20:00,0:05:00,12/10/2015 21:20,"3,003.19",17.48,1.1709,8.2,252.59,59.34,68.53
10/12/2015,21:25:00,0:05:00,12/10/2015 21:25,"3,004.37",17.73,1.1709,8.18,252.62,59.35,68.54
10/12/2015,21:30:00,0:05:00,12/10/2015 21:30,"3,006.94",17.98,1.171,8.17,252.63,59.37,68.55
10/12/2015,21:35:00,0:05:00,12/10/2015 21:35,"3,004.57",18.23,1.171,8.15,252.62,59.38,68.57
10/12/2015,21:40:00,0:05:00,12/10/2015 21:40,"3,004.46",18.48,1.171,8.12,252.64,59.39,68.58
10/12/2015,21:45:00,0:05:00,12/10/2015 21:45,"3,005.48",18.73,1.171,8.1,252.78,59.41,68.6
10/12/2015,21:50:00,0:05:00,12/10/2015 21:50,"3,004.27",18.98,1.171,8.09,252.82,59.42,68.62
10/12/2015,21:55:00,0:05:00,12/10/2015 21:55,"3,003.94",19.23,1.1711,8.07,252.82,59.43,68.62
10/12/2015,22:00:00,0:05:00,12/10/2015 22:00,"3,004.07",19.48,1.1711,8.04,252.82,59.45,68.64
10/12/2015,22:05:00,0:05:00,12/10/2015 22:05,"2,998.30",19.73,1.1711,8.02,252.91,59.46,68.65
10/12/2015,22:10:00,0:05:00,12/10/2015 22:10,"2,994.75",19.98,1.1711,8.01,252.92,59.47,68.66
10/12/2015,22:15:00,0:05:00,12/10/2015 22:15,"2,993.25",20.23,1.1711,7.99,252.89,59.49,68.68
10/12/2015,22:20:00,0:05:00,12/10/2015 22:20,"2,990.86",20.48,1.1711,7.98,252.84,59.5,68.69
10/12/2015,22:25:00,0:05:00,12/10/2015 22:25,"2,987.36",20.73,1.1711,7.97,252.81,59.53,68.72
10/12/2015,22:30:00,0:05:00,12/10/2015 22:30,"2,985.41",20.97,1.1711,7.96,252.81,59.54,68.73
10/12/2015,22:35:00,0:05:00,12/10/2015 22:35,"2,982.40",21.22,1.1711,7.96,252.75,59.55,68.74
10/12/2015,22:40:00,0:05:00,12/10/2015 22:40,"2,981.31",21.47,1.1712,7.96,252.64,59.56,68.75
10/12/2015,22:45:00,0:05:00,12/10/2015 22:45,"2,981.56",21.72,1.1711,7.95,252.65,59.57,68.76
10/12/2015,22:50:00,0:05:00,12/10/2015 22:50,"2,980.91",21.97,1.1712,7.95,252.62,59.59,68.78
10/12/2015,22:55:00,0:05:00,12/10/2015 22:55,"2,981.75",22.22,1.1711,7.93,252.59,59.6,68.79
10/12/2015,23:00:00,0:05:00,12/10/2015 23:00,"2,983.59",22.46,1.1712,7.91,252.58,59.62,68.81
10/12/2015,23:05:00,0:05:00,12/10/2015 23:05,"3,000.91",22.71,1.1716,7.87,252.13,59.64,68.83
10/12/2015,23:10:00,0:05:00,12/10/2015 23:10,"3,019.07",22.97,1.1723,7.65,252.63,59.66,68.86
10/12/2015,23:15:00,0:05:00,12/10/2015 23:15,"3,020.47",23.22,1.1723,7.57,253.31,59.69,68.89
10/12/2015,23:20:00,0:05:00,12/10/2015 23:20,"3,008.28",23.47,1.1723,7.56,253.43,59.7,68.9
10/12/2015,23:25:00,0:05:00,12/10/2015 23:25,"3,019.91",23.72,1.1723,7.53,253.47,59.71,68.91
10/12/2015,23:30:00,0:05:00,12/10/2015 23:30,"3,019.28",23.97,1.1723,7.53,253.6,59.73,68.93
10/12/2015,23:35:00,0:05:00,12/10/2015 23:35,"3,016.62",24.22,1.1723,7.53,253.6,59.74,68.94
10/12/2015,23:40:00,0:05:00,12/10/2015 23:40,"3,017.54",24.47,1.1723,7.52,253.5,59.76,68.96
10/12/2015,23:45:00,0:05:00,12/10/2015 23:45,"3,018.04",24.72,1.1723,7.5,253.62,59.78,68.98
10/12/2015,23:50:00,0:05:00,12/10/2015 23:50,"3,016.70",24.98,1.1723,7.49,253.64,59.79,68.99
10/12/2015,23:55:00,0:05:00,12/10/2015 23:55,"3,015.45",25.23,1.1724,7.47,253.64,59.79,68.99
10/13/2015,0:00:00,0:05:00,13/10/15 0:00,"3,016.76",25.48,1.17,7.46,253.71,57.96,67.16
10/13/2015,0:05:00,0:05:00,13/10/15 0:05,"3,013.77",25.73,1.1724,7.44,253.77,59.81,69.01
10/13/2015,0:10:00,0:05:00,13/10/15 0:10,"3,011.58",25.98,1.1724,7.43,253.74,59.82,69.02
10/13/2015,0:15:00,0:05:00,13/10/15 0:15,"3,010.80",26.23,1.1724,7.4,253.79,59.83,69.03
10/13/2015,0:20:00,0:05:00,13/10/15 0:20,"3,010.65",26.48,1.1724,7.38,253.86,59.84,69.04
10/13/2015,0:25:00,0:05:00,13/10/15 0:25,"3,012.09",26.73,1.1724,7.37,253.94,59.84,69.04
10/13/2015,0:30:00,0:05:00,13/10/15 0:30,"3,013.38",26.98,1.1724,7.36,253.93,59.86,69.06
10/13/2015,0:35:00,0:05:00,13/10/15 0:35,"3,010.02",27.23,1.1724,7.34,254.11,59.87,69.07
10/13/2015,0:40:00,0:05:00,13/10/15 0:40,"3,008.33",27.48,1.1724,7.36,254.05,59.88,69.09
10/13/2015,0:45:00,0:05:00,13/10/15 0:45,"3,007.12",27.73,1.1724,7.35,254.04,59.89,69.09
10/13/2015,0:50:00,0:05:00,13/10/15 0:50,"3,006.17",27.98,1.1724,7.34,254.05,59.89,69.09
10/13/2015,0:55:00,0:05:00,13/10/15 0:55,"3,005.62",28.23,1.1724,7.34,254.04,59.89,69.09
10/13/2015,1:00:00,0:05:00,13/10/15 1:00,"3,003.06",28.48,1.1724,7.32,254.05,59.92,69.12
10/13/2015,1:05:00,0:05:00,13/10/15 1:05,"3,000.86",28.73,1.1724,7.31,254.13,59.92,69.12
10/13/2015,1:10:00,0:05:00,13/10/15 1:10,"3,000.09",28.98,1.1724,7.31,254.13,59.94,69.14
10/13/2015,1:15:00,0:05:00,13/10/15 1:15,"2,983.70",29.23,1.1725,7.3,254.24,59.95,69.15
10/13/2015,1:20:00,0:05:00,13/10/15 1:20,"2,962.78",29.48,1.1725,7.29,254.15,59.95,69.15
10/13/2015,1:25:00,0:05:00,13/10/15 1:25,"2,962.03",29.73,1.1725,7.27,254.15,59.95,69.15
10/13/2015,1:30:00,0:05:00,13/10/15 1:30,"2,959.37",29.97,1.1725,7.27,254.25,59.94,69.14
10/13/2015,1:35:00,0:05:00,13/10/15 1:35,"2,948.23",30.22,1.1725,7.27,254.25,59.94,69.14
10/13/2015,1:40:00,0:05:00,13/10/15 1:40,"2,895.85",30.46,1.1726,7.26,254.24,59.94,69.14
10/13/2015,1:45:00,0:05:00,13/10/15 1:45,"2,899.20",30.7,1.1725,7.25,254.25,59.92,69.12
10/13/2015,1:50:00,0:05:00,13/10/15 1:50,"2,896.12",30.94,1.1726,7.25,254.25,59.92,69.12
10/13/2015,1:55:00,0:05:00,13/10/15 1:55,"2,891.89",31.18,1.1726,7.24,254.25,59.91,69.11
10/13/2015,2:00:00,0:05:00,13/10/15 2:00,"2,884.65",31.42,1.1726,7.23,254.25,59.91,69.11
10/13/2015,2:05:00,0:05:00,13/10/15 2:05,"2,881.37",31.66,1.1726,7.22,254.24,59.91,69.11
10/13/2015,2:10:00,0:05:00,13/10/15 2:10,"2,879.44",31.9,1.1726,7.21,254.27,59.91,69.11
10/13/2015,2:15:00,0:05:00,13/10/15 2:15,"2,878.10",32.14,1.1726,7.21,254.25,59.91,69.11
10/13/2015,2:20:00,0:05:00,13/10/15 2:20,"2,877.88",32.38,1.1726,7.19,254.25,59.91,69.11
10/13/2015,2:25:00,0:05:00,13/10/15 2:25,"2,875.56",32.62,1.1726,7.19,254.26,59.93,69.13
10/13/2015,2:30:00,0:05:00,13/10/15 2:30,"2,873.69",32.86,1.1726,7.18,254.43,59.92,69.12
10/13/2015,2:35:00,0:05:00,13/10/15 2:35,"2,871.23",33.1,1.1726,7.18,254.44,59.93,69.14
10/13/2015,2:40:00,0:05:00,13/10/15 2:40,"2,869.15",33.34,1.1726,7.18,254.44,59.93,69.14
10/13/2015,2:45:00,0:05:00,13/10/15 2:45,"2,865.95",33.58,1.1726,7.19,254.33,59.94,69.14
10/13/2015,2:50:00,0:05:00,13/10/15 2:50,"2,864.42",33.81,1.1726,7.18,254.4,59.94,69.14
10/13/2015,2:55:00,0:05:00,13/10/15 2:55,"2,861.98",34.05,1.1726,7.17,254.33,59.94,69.14
10/13/2015,3:00:00,0:05:00,13/10/15 3:00,"2,858.76",34.29,1.1726,7.16,254.42,59.94,69.14
10/13/2015,3:05:00,0:05:00,13/10/15 3:05,"2,856.98",34.53,1.1726,7.16,254.37,59.95,69.15
10/13/2015,3:10:00,0:05:00,13/10/15 3:10,"2,857.03",34.77,1.1726,7.16,254.44,59.95,69.15
10/13/2015,3:15:00,0:05:00,13/10/15 3:15,"2,857.34",35,1.1726,7.16,254.36,59.96,69.16
10/13/2015,3:20:00,0:05:00,13/10/15 3:20,"2,855.85",35.24,1.1726,7.15,254.43,59.96,69.16
10/13/2015,3:25:00,0:05:00,13/10/15 3:25,"2,853.27",35.48,1.1726,7.14,254.42,59.98,69.18
10/13/2015,3:30:00,0:05:00,13/10/15 3:30,"2,832.24",35.72,1.1726,7.13,254.44,59.98,69.19
10/13/2015,3:35:00,0:05:00,13/10/15 3:35,"2,832.47",35.95,1.1726,7.13,254.45,59.97,69.18
10/13/2015,3:40:00,0:05:00,13/10/15 3:40,"2,850.53",36.19,1.1726,7.13,254.43,59.98,69.18
10/13/2015,3:45:00,0:05:00,13/10/15 3:45,"2,848.63",36.43,1.1726,7.13,254.45,59.99,69.19
10/13/2015,3:50:00,0:05:00,13/10/15 3:50,"2,847.78",36.66,1.1726,7.13,254.44,59.99,69.2
10/13/2015,3:55:00,0:05:00,13/10/15 3:55,"2,840.61",36.9,1.1726,7.12,254.44,60,69.2
10/13/2015,4:00:00,0:05:00,13/10/15 4:00,"2,835.75",37.14,1.1726,7.11,254.45,60,69.21
10/13/2015,4:05:00,0:05:00,13/10/15 4:05,"2,834.14",37.37,1.1726,7.1,254.45,60.03,69.24
10/13/2015,4:10:00,0:05:00,13/10/15 4:10,"2,834.62",37.61,1.1726,7.09,254.44,60.05,69.25
10/13/2015,4:15:00,0:05:00,13/10/15 4:15,"2,838.39",37.84,1.1726,7.09,254.45,60.06,69.26
10/13/2015,4:20:00,0:05:00,13/10/15 4:20,"2,842.84",38.08,1.1726,7.08,254.49,60.06,69.26
10/13/2015,4:25:00,0:05:00,13/10/15 4:25,"2,840.95",38.32,1.1726,7.07,254.49,60.08,69.28
10/13/2015,4:30:00,0:05:00,13/10/15 4:30,"2,839.28",38.55,1.1726,7.07,254.48,60.07,69.28
10/13/2015,4:35:00,0:05:00,13/10/15 4:35,"2,836.07",38.79,1.1726,7.07,254.51,60.07,69.28
10/13/2015,4:40:00,0:05:00,13/10/15 4:40,"2,833.77",39.03,1.1726,7.06,254.52,60.08,69.29
10/13/2015,4:45:00,0:05:00,13/10/15 4:45,"2,832.88",39.26,1.1726,7.06,254.6,60.08,69.28
10/13/2015,4:50:00,0:05:00,13/10/15 4:50,"2,831.25",39.5,1.1727,7.05,254.58,60.08,69.28
10/13/2015,4:55:00,0:05:00,13/10/15 4:55,"2,831.94",39.73,1.1727,7.04,254.62,60.08,69.28
10/13/2015,5:00:00,0:05:00,13/10/15 5:00,"2,831.30",39.97,1.1727,7.03,254.65,60.08,69.29
10/13/2015,5:05:00,0:05:00,13/10/15 5:05,"2,829.86",40.2,1.1727,7.03,254.64,60.08,69.28
10/13/2015,5:10:00,0:05:00,13/10/15 5:10,"2,829.08",40.44,1.1727,7.01,254.65,60.08,69.29
10/13/2015,5:15:00,0:05:00,13/10/15 5:15,"2,827.40",40.67,1.1727,7,254.65,60.09,69.3
10/13/2015,5:20:00,0:05:00,13/10/15 5:20,"2,414.69",40.88,1.1728,7.01,255.06,60.09,69.29
10/13/2015,5:25:00,0:05:00,13/10/15 5:25,"2,007.36",41.04,1.1728,7.09,254.82,59.72,68.92
10/13/2015,5:30:00,0:05:00,13/10/15 5:30,"1,985.25",41.21,1.1729,7.1,254.65,59.43,68.63
10/13/2015,5:35:00,0:05:00,13/10/15 5:35,"1,969.14",41.37,1.1729,7.09,254.61,59.29,68.5
10/13/2015,5:40:00,0:05:00,13/10/15 5:40,"1,937.75",41.53,1.1729,7.09,254.64,59.2,68.4
10/13/2015,5:45:00,0:05:00,13/10/15 5:45,"1,922.67",41.69,1.1729,7.09,254.63,59.12,68.32
10/13/2015,5:50:00,0:05:00,13/10/15 5:50,"1,911.61",41.85,1.1729,7.09,254.64,59.05,68.26
10/13/2015,5:55:00,0:05:00,13/10/15 5:55,"1,919.83",42.01,1.1729,7.08,254.58,59,68.21
10/13/2015,6:00:00,0:05:00,13/10/15 6:00,"1,923.74",42.17,1.1729,7.06,254.63,58.97,68.17
10/13/2015,6:05:00,0:05:00,13/10/15 6:05,"1,923.63",42.33,1.1729,7.06,254.63,58.95,68.16
10/13/2015,6:10:00,0:05:00,13/10/15 6:10,"1,922.17",42.49,1.1729,7.04,254.63,58.92,68.13
10/13/2015,6:15:00,0:05:00,13/10/15 6:15,"1,920.49",42.65,1.1729,7.03,254.63,58.9,68.11
10/13/2015,6:20:00,0:05:00,13/10/15 6:20,"2,176.79",42.83,1.1727,7.02,254.53,58.89,68.1
10/13/2015,6:25:00,0:05:00,13/10/15 6:25,"2,408.08",43.03,1.1706,7.47,257.59,59.15,68.33
10/13/2015,6:30:00,0:05:00,13/10/15 6:30,"2,394.37",43.23,1.1704,8.08,253.63,59.3,68.49
10/13/2015,6:35:00,0:05:00,13/10/15 6:35,"2,385.95",43.43,1.1704,8.24,252.63,59.36,68.54
10/13/2015,6:40:00,0:05:00,13/10/15 6:40,"2,373.47",43.63,1.1704,8.29,252.27,59.39,68.57
10/13/2015,6:45:00,0:05:00,13/10/15 6:45,"2,355.30",43.82,1.1704,8.33,252.18,59.4,68.59
10/13/2015,6:50:00,0:05:00,13/10/15 6:50,"2,346.10",44.02,1.1703,8.37,252.06,59.4,68.58
10/13/2015,6:55:00,0:05:00,13/10/15 6:55,"2,338.71",44.21,1.1703,8.39,251.85,59.4,68.59
10/13/2015,7:00:00,0:05:00,13/10/15 7:00,"2,332.29",44.41,1.1703,8.4,251.94,59.4,68.59
10/13/2015,7:05:00,0:05:00,13/10/15 7:05,"2,311.73",44.6,1.1703,8.41,251.78,59.4,68.58
10/13/2015,7:10:00,0:05:00,13/10/15 7:10,"2,264.04",44.79,1.1703,8.41,251.78,59.38,68.56
10/13/2015,7:15:00,0:05:00,13/10/15 7:15,"2,252.23",44.98,1.1703,8.41,251.78,59.36,68.54
10/13/2015,7:20:00,0:05:00,13/10/15 7:20,"2,246.10",45.16,1.1703,8.41,251.73,59.34,68.52
10/13/2015,7:25:00,0:05:00,13/10/15 7:25,"2,237.12",45.35,1.1703,8.4,251.74,59.33,68.51
10/13/2015,7:30:00,0:05:00,13/10/15 7:30,"2,229.01",45.54,1.1703,8.39,251.8,59.32,68.5
10/13/2015,7:35:00,0:05:00,13/10/15 7:35,"2,221.62",45.72,1.1703,8.38,251.79,59.31,68.5
10/13/2015,7:40:00,0:05:00,13/10/15 7:40,"2,212.13",45.9,1.1703,8.38,251.79,59.3,68.49
10/13/2015,7:45:00,0:05:00,13/10/15 7:45,"2,205.45",46.09,1.1703,8.39,251.8,59.29,68.48
10/13/2015,7:50:00,0:05:00,13/10/15 7:50,"2,176.16",46.27,1.1703,8.4,251.79,59.28,68.46
10/13/2015,7:55:00,0:05:00,13/10/15 7:55,"2,166.74",46.45,1.1703,8.39,251.79,59.26,68.45
10/13/2015,8:00:00,0:05:00,13/10/15 8:00,"2,159.71",46.63,1.1703,8.39,251.8,59.25,68.44
10/13/2015,8:05:00,0:05:00,13/10/15 8:05,"2,149.54",46.81,1.1703,8.39,251.8,59.24,68.43
10/13/2015,8:10:00,0:05:00,13/10/15 8:10,"2,144.48",46.99,1.1703,8.38,251.79,59.24,68.42
10/13/2015,8:15:00,0:05:00,13/10/15 8:15,"2,137.12",47.16,1.1703,8.38,251.79,59.23,68.41
10/13/2015,8:20:00,0:05:00,13/10/15 8:20,"2,131.97",47.34,1.1703,8.38,251.79,59.21,68.39
10/13/2015,8:25:00,0:05:00,13/10/15 8:25,"2,126.45",47.52,1.1703,8.38,251.79,59.2,68.39
10/13/2015,8:30:00,0:05:00,13/10/15 8:30,"2,119.59",47.7,1.1703,8.38,251.79,59.2,68.38
10/13/2015,8:35:00,0:05:00,13/10/15 8:35,"2,114.05",47.87,1.1703,8.38,251.8,59.19,68.37
10/13/2015,8:40:00,0:05:00,13/10/15 8:40,"2,108.78",48.05,1.1703,8.38,251.8,59.19,68.37
10/13/2015,8:45:00,0:05:00,13/10/15 8:45,"2,103.48",48.22,1.1703,8.38,251.8,59.18,68.37
10/13/2015,8:50:00,0:05:00,13/10/15 8:50,"2,098.24",48.4,1.1703,8.38,251.8,59.18,68.36
10/13/2015,8:55:00,0:05:00,13/10/15 8:55,"2,092.26",48.57,1.1703,8.38,251.78,59.16,68.34
10/13/2015,9:00:00,0:05:00,13/10/15 9:00,"2,087.15",48.74,1.1703,8.38,251.78,59.15,68.34
10/13/2015,9:05:00,0:05:00,13/10/15 9:05,"2,079.25",48.92,1.1703,8.38,251.7,59.15,68.34
10/13/2015,9:10:00,0:05:00,13/10/15 9:10,"2,072.77",49.09,1.1703,8.38,251.7,59.14,68.33
10/13/2015,9:15:00,0:05:00,13/10/15 9:15,"2,068.01",49.26,1.1703,8.38,251.69,59.13,68.32
10/13/2015,9:20:00,0:05:00,13/10/15 9:20,"2,058.51",49.43,1.1703,8.37,251.67,59.12,68.31
10/13/2015,9:25:00,0:05:00,13/10/15 9:25,"2,054.21",49.6,1.1703,8.37,251.7,59.11,68.29
10/13/2015,9:30:00,0:05:00,13/10/15 9:30,"2,049.54",49.77,1.1702,8.38,251.6,59.11,68.29
10/13/2015,9:35:00,0:05:00,13/10/15 9:35,"2,043.87",49.94,1.1702,8.37,251.62,59.1,68.29
10/13/2015,9:40:00,0:05:00,13/10/15 9:40,"2,039.38",50.11,1.1702,8.36,251.68,59.08,68.27
10/13/2015,9:45:00,0:05:00,13/10/15 9:45,"2,034.35",50.28,1.1702,8.35,251.72,59.08,68.26
10/13/2015,9:50:00,0:05:00,13/10/15 9:50,"2,029.58",50.45,1.1702,8.35,251.78,59.07,68.26
10/13/2015,9:55:00,0:05:00,13/10/15 9:55,"2,026.51",50.62,1.1702,8.33,251.79,59.07,68.25
10/13/2015,10:00:00,0:05:00,13/10/15 10:00,"2,022.23",50.79,1.1702,8.33,251.8,59.06,68.24
10/13/2015,10:05:00,0:05:00,13/10/15 10:05,"2,018.73",50.96,1.1702,8.32,251.8,59.05,68.24
10/13/2015,10:10:00,0:05:00,13/10/15 10:10,"2,014.58",51.13,1.1702,8.32,251.8,59.05,68.24
10/13/2015,10:15:00,0:05:00,13/10/15 10:15,"2,012.06",51.29,1.1702,8.33,251.79,59.03,68.22
10/13/2015,10:20:00,0:05:00,13/10/15 10:20,"2,007.51",51.46,1.1702,8.32,251.78,59.03,68.21
10/13/2015,10:25:00,0:05:00,13/10/15 10:25,"2,003.42",51.63,1.1702,8.32,251.72,59.02,68.21
10/13/2015,10:30:00,0:05:00,13/10/15 10:30,"1,998.21",51.79,1.1702,8.31,251.78,59.01,68.19
10/13/2015,10:35:00,0:05:00,13/10/15 10:35,"1,992.12",51.96,1.1702,8.3,251.77,59.01,68.2
10/13/2015,10:40:00,0:05:00,13/10/15 10:40,"1,987.25",52.12,1.1702,8.3,251.78,59,68.18
10/13/2015,10:45:00,0:05:00,13/10/15 10:45,"1,982.32",52.29,1.1702,8.3,251.79,58.99,68.17
10/13/2015,10:50:00,0:05:00,13/10/15 10:50,"1,977.19",52.45,1.1702,8.3,251.79,58.99,68.17
10/13/2015,10:55:00,0:05:00,13/10/15 10:55,"1,980.96",52.62,1.1702,8.3,251.79,58.98,68.17
10/13/2015,11:00:00,0:05:00,13/10/15 11:00,"1,975.62",52.78,1.1702,8.3,251.79,58.97,68.16
10/13/2015,11:05:00,0:05:00,13/10/15 11:05,"1,966.88",52.95,1.1702,8.31,251.78,58.97,68.16
10/13/2015,11:10:00,0:05:00,13/10/15 11:10,"1,959.04",53.11,1.1702,8.34,251.7,58.96,68.15
10/13/2015,11:15:00,0:05:00,13/10/15 11:15,"1,989.35",53.27,1.1702,8.35,251.52,58.96,68.14
10/13/2015,11:20:00,0:05:00,13/10/15 11:20,"2,063.36",53.45,1.1702,8.35,251.48,58.97,68.15
10/13/2015,11:25:00,0:05:00,13/10/15 11:25,"2,065.30",53.62,1.1702,8.35,251.55,59.01,68.2
10/13/2015,11:30:00,0:05:00,13/10/15 11:30,"2,081.33",53.79,1.1702,8.34,251.56,59.05,68.23
10/13/2015,11:35:00,0:05:00,13/10/15 11:35,"2,077.07",53.96,1.1702,8.33,251.58,59.07,68.25
