Date [dd.mm.yyyy],Time [hh:mm:ss],,Date / Time,Flow [kg/h],cum. mass [t],Density [kg/dm³],Temperature [°C],el. conductivity [mS/cm],BHP 201 [bar] at 550 m,BHP 201 [bar] at 630 m
12/19/2015,11:45:00,0:05:00,19/12/15 11:45,"1,708.63","2,336.38",1.17,12.55,247.15,71.35,80.56
12/19/2015,11:50:00,0:05:00,19/12/15 11:50,"1,703.84","2,336.52",1.17,12.53,247.18,71.34,80.55
12/19/2015,11:55:00,0:05:00,19/12/15 11:55,"1,703.42","2,336.66",1.17,12.51,247.3,71.37,80.58
12/19/2015,12:00:00,0:05:00,19/12/15 12:00,"1,699.00","2,336.80",1.17,12.49,247.31,71.35,80.56
12/19/2015,12:05:00,0:05:00,19/12/15 12:05,"1,698.93","2,336.95",1.17,12.47,247.33,71.36,80.57
12/19/2015,12:10:00,0:05:00,19/12/15 12:10,"1,734.88","2,337.09",1.17,12.46,247.17,71.46,80.67
12/19/2015,12:15:00,0:05:00,19/12/15 12:15,"1,758.84","2,337.24",1.17,12.41,247.39,71.47,80.68
12/19/2015,12:20:00,0:05:00,19/12/15 12:20,"1,748.43","2,337.38",1.17,12.41,247.49,71.48,80.69
12/19/2015,12:25:00,0:05:00,19/12/15 12:25,"1,747.98","2,337.53",1.17,12.38,247.49,71.46,80.67
12/19/2015,12:30:00,0:05:00,19/12/15 12:30,"1,742.38","2,337.67",1.17,12.37,247.68,71.47,80.68
12/19/2015,12:35:00,0:05:00,19/12/15 12:35,"1,742.06","2,337.82",1.17,12.39,247.71,71.47,80.68
12/19/2015,12:40:00,0:05:00,19/12/15 12:40,"1,750.22","2,337.96",1.17,12.42,247.7,71.44,80.65
12/19/2015,12:45:00,0:05:00,19/12/15 12:45,"1,753.88","2,338.11",1.17,12.48,247.69,71.46,80.67
12/19/2015,12:50:00,0:05:00,19/12/15 12:50,"1,742.99","2,338.25",1.17,12.54,247.29,71.47,80.68
12/19/2015,12:55:00,0:05:00,19/12/15 12:55,"1,745.72","2,338.40",1.17,12.52,247.15,71.47,80.68
12/19/2015,13:00:00,0:05:00,19/12/15 13:00,"1,743.65","2,338.54",1.17,12.52,247.34,71.44,80.65
12/19/2015,13:05:00,0:05:00,19/12/15 13:05,"1,740.42","2,338.69",1.17,12.57,247.2,71.47,80.67
12/19/2015,13:10:00,0:05:00,19/12/15 13:10,"1,741.47","2,338.83",1.17,12.61,247.1,71.47,80.67
12/19/2015,13:15:00,0:05:00,19/12/15 13:15,"1,741.45","2,338.98",1.17,12.65,246.98,71.47,80.67
12/19/2015,13:20:00,0:05:00,19/12/15 13:20,"1,742.92","2,339.12",1.17,12.7,246.79,71.46,80.66
12/19/2015,13:25:00,0:05:00,19/12/15 13:25,"1,745.27","2,339.27",1.17,12.73,246.58,71.47,80.67
12/19/2015,13:30:00,0:05:00,19/12/15 13:30,"1,745.49","2,339.41",1.17,12.72,246.33,71.47,80.67
12/19/2015,13:35:00,0:05:00,19/12/15 13:35,"1,739.35","2,339.56",1.17,12.69,246.34,71.46,80.66
12/19/2015,13:40:00,0:05:00,19/12/15 13:40,"1,741.63","2,339.70",1.17,12.66,246.51,71.48,80.68
12/19/2015,13:45:00,0:05:00,19/12/15 13:45,"1,738.24","2,339.85",1.17,12.66,246.52,71.46,80.66
12/19/2015,13:50:00,0:05:00,19/12/15 13:50,"1,740.80","2,339.99",1.17,12.66,246.48,71.45,80.65
12/19/2015,13:55:00,0:05:00,19/12/15 13:55,"1,737.69","2,340.14",1.17,12.64,246.62,71.48,80.68
12/19/2015,14:00:00,0:05:00,19/12/15 14:00,"1,737.27","2,340.28",1.17,12.61,246.63,71.46,80.66
12/19/2015,14:05:00,0:05:00,19/12/15 14:05,"1,725.32","2,340.43",1.17,12.6,246.61,71.42,80.62
12/19/2015,14:10:00,0:05:00,19/12/15 14:10,"1,804.27","2,340.58",1.17,12.59,246.47,71.55,80.75
12/19/2015,14:15:00,0:05:00,19/12/15 14:15,"1,788.48","2,340.73",1.17,12.48,245.97,71.56,80.77
12/19/2015,14:20:00,0:05:00,19/12/15 14:20,"1,785.02","2,340.87",1.17,12.19,246.65,71.55,80.77
12/19/2015,14:25:00,0:05:00,19/12/15 14:25,"1,781.05","2,341.02",1.17,12.02,247.21,71.58,80.8
12/19/2015,14:30:00,0:05:00,19/12/15 14:30,"1,775.77","2,341.17",1.17,11.9,247.56,71.56,80.78
12/19/2015,14:35:00,0:05:00,19/12/15 14:35,"1,769.51","2,341.32",1.17,11.82,247.87,71.57,80.79
12/19/2015,14:40:00,0:05:00,19/12/15 14:40,"1,802.29","2,341.47",1.17,11.78,248.16,71.57,80.79
12/19/2015,14:45:00,0:05:00,19/12/15 14:45,"1,798.88","2,341.62",1.17,11.78,248.38,71.57,80.79
12/19/2015,14:50:00,0:05:00,19/12/15 14:50,"1,797.55","2,341.77",1.17,11.79,248.39,71.57,80.79
12/19/2015,14:55:00,0:05:00,19/12/15 14:55,"1,796.37","2,341.92",1.17,11.79,248.39,71.57,80.79
12/19/2015,15:00:00,0:05:00,19/12/15 15:00,"1,797.23","2,342.07",1.17,11.79,248.47,71.56,80.78
12/19/2015,15:05:00,0:05:00,19/12/15 15:05,"1,799.50","2,342.22",1.17,11.76,248.55,71.57,80.79
12/19/2015,15:10:00,0:05:00,19/12/15 15:10,"1,793.88","2,342.36",1.17,11.74,248.73,71.56,80.78
12/19/2015,15:15:00,0:05:00,19/12/15 15:15,"1,787.21","2,342.51",1.17,11.73,248.8,71.62,80.84
12/19/2015,15:20:00,0:05:00,19/12/15 15:20,"1,780.62","2,342.66",1.17,11.73,248.91,71.6,80.82
12/19/2015,15:25:00,0:05:00,19/12/15 15:25,"1,780.29","2,342.81",1.17,11.71,248.99,71.6,80.82
12/19/2015,15:30:00,0:05:00,19/12/15 15:30,"1,782.75","2,342.96",1.17,11.7,249.07,71.61,80.83
12/19/2015,15:35:00,0:05:00,19/12/15 15:35,"1,781.11","2,343.11",1.17,11.7,249.23,71.59,80.81
12/19/2015,15:40:00,0:05:00,19/12/15 15:40,"1,787.21","2,343.25",1.17,11.7,249.26,71.6,80.82
12/19/2015,15:45:00,0:05:00,19/12/15 15:45,"1,793.13","2,343.40",1.17,11.7,249.37,71.6,80.82
12/19/2015,15:50:00,0:05:00,19/12/15 15:50,"1,796.85","2,343.55",1.17,11.7,249.39,71.57,80.79
12/19/2015,15:55:00,0:05:00,19/12/15 15:55,"1,797.12","2,343.70",1.17,11.68,249.39,71.58,80.8
12/19/2015,16:00:00,0:05:00,19/12/15 16:00,"1,804.60","2,343.85",1.17,11.67,249.5,71.58,80.8
12/19/2015,16:05:00,0:05:00,19/12/15 16:05,"1,809.32","2,344.00",1.17,11.67,249.51,71.59,80.81
12/19/2015,16:10:00,0:05:00,19/12/15 16:10,"1,807.30","2,344.15",1.17,11.65,249.54,71.57,80.79
12/19/2015,16:15:00,0:05:00,19/12/15 16:15,"1,798.96","2,344.30",1.17,11.63,249.69,71.6,80.82
12/19/2015,16:20:00,0:05:00,19/12/15 16:20,"1,768.19","2,344.45",1.17,11.62,249.78,71.62,80.84
12/19/2015,16:25:00,0:05:00,19/12/15 16:25,"1,745.09","2,344.60",1.17,11.63,249.8,71.63,80.85
12/19/2015,16:30:00,0:05:00,19/12/15 16:30,"1,717.84","2,344.74",1.17,11.64,249.96,71.68,80.9
12/19/2015,16:35:00,0:05:00,19/12/15 16:35,"1,683.13","2,344.88",1.17,11.65,249.99,71.68,80.9
12/19/2015,16:40:00,0:05:00,19/12/15 16:40,"1,669.16","2,345.02",1.17,11.67,249.96,71.7,80.92
12/19/2015,16:45:00,0:05:00,19/12/15 16:45,"1,657.02","2,345.16",1.17,11.68,249.97,71.69,80.91
12/19/2015,16:50:00,0:05:00,19/12/15 16:50,"1,656.64","2,345.29",1.17,11.69,249.93,71.7,80.92
12/19/2015,16:55:00,0:05:00,19/12/15 16:55,"1,653.29","2,345.43",1.17,11.7,249.87,71.69,80.91
12/19/2015,17:00:00,0:05:00,19/12/15 17:00,"1,654.02","2,345.57",1.17,11.7,249.79,71.71,80.93
12/19/2015,17:05:00,0:05:00,19/12/15 17:05,"1,661.20","2,345.71",1.17,11.7,249.79,71.71,80.93
12/19/2015,17:10:00,0:05:00,19/12/15 17:10,"1,664.00","2,345.85",1.17,11.7,249.79,71.69,80.91
12/19/2015,17:15:00,0:05:00,19/12/15 17:15,"1,666.11","2,345.98",1.17,11.7,249.79,71.68,80.9
12/19/2015,17:20:00,0:05:00,19/12/15 17:20,"1,674.05","2,346.12",1.17,11.7,249.78,71.64,80.86
12/19/2015,17:25:00,0:05:00,19/12/15 17:25,"1,682.92","2,346.26",1.17,11.7,249.8,71.67,80.89
12/19/2015,17:30:00,0:05:00,19/12/15 17:30,"1,686.58","2,346.40",1.17,11.7,249.78,71.65,80.87
12/19/2015,17:35:00,0:05:00,19/12/15 17:35,"1,689.46","2,346.54",1.17,11.69,249.82,71.62,80.84
12/19/2015,17:40:00,0:05:00,19/12/15 17:40,"1,704.48","2,346.69",1.17,11.69,249.82,71.61,80.83
12/19/2015,17:45:00,0:05:00,19/12/15 17:45,"1,706.72","2,346.83",1.17,11.67,249.79,71.63,80.85
12/19/2015,17:50:00,0:05:00,19/12/15 17:50,"1,713.79","2,346.97",1.17,11.67,249.81,71.63,80.85
12/19/2015,17:55:00,0:05:00,19/12/15 17:55,"1,715.73","2,347.11",1.17,11.66,249.94,71.61,80.83
12/19/2015,18:00:00,0:05:00,19/12/15 18:00,"1,728.34","2,347.26",1.17,11.66,249.88,71.6,80.82
12/19/2015,18:05:00,0:05:00,19/12/15 18:05,"1,736.61","2,347.40",1.17,11.65,249.88,71.58,80.8
12/19/2015,18:10:00,0:05:00,19/12/15 18:10,"1,735.22","2,347.55",1.17,11.64,249.99,71.6,80.82
12/19/2015,18:15:00,0:05:00,19/12/15 18:15,"1,744.37","2,347.69",1.17,11.65,249.94,71.6,80.82
12/19/2015,18:20:00,0:05:00,19/12/15 18:20,"1,743.27","2,347.84",1.17,11.63,249.97,71.57,80.79
12/19/2015,18:25:00,0:05:00,19/12/15 18:25,"1,748.99","2,347.98",1.17,11.61,249.99,71.58,80.8
12/19/2015,18:30:00,0:05:00,19/12/15 18:30,"1,756.21","2,348.13",1.17,11.61,250.01,71.59,80.81
12/19/2015,18:35:00,0:05:00,19/12/15 18:35,"1,753.84","2,348.27",1.17,11.59,250,71.58,80.8
12/19/2015,18:40:00,0:05:00,19/12/15 18:40,"1,757.86","2,348.42",1.17,11.57,250.17,71.58,80.8
12/19/2015,18:45:00,0:05:00,19/12/15 18:45,"1,771.46","2,348.57",1.17,11.57,250.12,71.53,80.75
12/19/2015,18:50:00,0:05:00,19/12/15 18:50,"1,806.33","2,348.72",1.17,11.55,250.1,71.52,80.74
12/19/2015,18:55:00,0:05:00,19/12/15 18:55,"1,803.25","2,348.87",1.17,11.54,250.22,71.53,80.75
12/19/2015,19:00:00,0:05:00,19/12/15 19:00,"1,807.05","2,349.02",1.17,11.54,250.35,71.5,80.72
12/19/2015,19:05:00,0:05:00,19/12/15 19:05,"1,807.31","2,349.17",1.17,11.54,250.3,71.53,80.75
12/19/2015,19:10:00,0:05:00,19/12/15 19:10,"1,808.85","2,349.32",1.17,11.54,250.21,71.53,80.75
12/19/2015,19:15:00,0:05:00,19/12/15 19:15,"1,810.81","2,349.47",1.17,11.55,250.21,71.54,80.76
12/19/2015,19:20:00,0:05:00,19/12/15 19:20,"1,806.76","2,349.62",1.17,11.56,250.2,71.51,80.73
12/19/2015,19:25:00,0:05:00,19/12/15 19:25,"1,807.09","2,349.77",1.17,11.57,250.19,71.53,80.75
12/19/2015,19:30:00,0:05:00,19/12/15 19:30,"1,811.62","2,349.92",1.17,11.57,250.16,71.51,80.73
12/19/2015,19:35:00,0:05:00,19/12/15 19:35,"1,813.91","2,350.07",1.17,11.55,250.07,71.5,80.72
12/19/2015,19:40:00,0:05:00,19/12/15 19:40,"1,818.19","2,350.22",1.17,11.53,250.17,71.51,80.73
12/19/2015,19:45:00,0:05:00,19/12/15 19:45,"1,818.63","2,350.38",1.17,11.51,250.19,71.5,80.72
12/19/2015,19:50:00,0:05:00,19/12/15 19:50,"1,817.74","2,350.53",1.17,11.5,250.31,71.49,80.71
12/19/2015,19:55:00,0:05:00,19/12/15 19:55,"1,818.14","2,350.68",1.17,11.5,250.39,71.5,80.72
12/19/2015,20:00:00,0:05:00,19/12/15 20:00,"1,817.62","2,350.83",1.17,11.51,250.28,71.51,80.73
12/19/2015,20:05:00,0:05:00,19/12/15 20:05,"1,816.85","2,350.98",1.17,11.51,250.22,71.5,80.72
12/19/2015,20:10:00,0:05:00,19/12/15 20:10,"1,819.57","2,351.13",1.17,11.51,250.23,71.51,80.73
12/19/2015,20:15:00,0:05:00,19/12/15 20:15,"1,818.60","2,351.28",1.17,11.51,250.31,71.49,80.71
12/19/2015,20:20:00,0:05:00,19/12/15 20:20,"1,813.06","2,351.43",1.17,11.51,250.32,71.48,80.7
12/19/2015,20:25:00,0:05:00,19/12/15 20:25,"1,817.31","2,351.59",1.17,11.51,250.32,71.5,80.72
12/19/2015,20:30:00,0:05:00,19/12/15 20:30,"1,812.26","2,351.74",1.17,11.51,250.41,71.49,80.71
12/19/2015,20:35:00,0:05:00,19/12/15 20:35,"1,817.61","2,351.89",1.17,11.52,250.23,71.47,80.69
12/19/2015,20:40:00,0:05:00,19/12/15 20:40,"1,816.01","2,352.04",1.17,11.5,250.29,71.48,80.7
12/19/2015,20:45:00,0:05:00,19/12/15 20:45,"1,830.19","2,352.19",1.17,11.5,250.35,71.48,80.7
12/19/2015,20:50:00,0:05:00,19/12/15 20:50,"1,830.31","2,352.34",1.17,11.51,250.18,71.5,80.72
12/19/2015,20:55:00,0:05:00,19/12/15 20:55,"1,831.86","2,352.50",1.17,11.5,250.21,71.48,80.7
12/19/2015,21:00:00,0:05:00,19/12/15 21:00,"1,836.73","2,352.65",1.17,11.48,250.17,71.47,80.69
12/19/2015,21:05:00,0:05:00,19/12/15 21:05,"1,838.15","2,352.80",1.17,11.45,250.28,71.45,80.67
12/19/2015,21:10:00,0:05:00,19/12/15 21:10,"1,837.64","2,352.95",1.17,11.47,250.34,71.46,80.68
12/19/2015,21:15:00,0:05:00,19/12/15 21:15,"1,837.38","2,353.11",1.17,11.47,250.22,71.46,80.68
12/19/2015,21:20:00,0:05:00,19/12/15 21:20,"1,832.54","2,353.26",1.17,11.46,250.31,71.46,80.68
12/19/2015,21:25:00,0:05:00,19/12/15 21:25,"1,832.37","2,353.41",1.17,11.47,250.35,71.42,80.64
12/19/2015,21:30:00,0:05:00,19/12/15 21:30,"1,838.44","2,353.57",1.17,11.46,250.19,71.46,80.68
12/19/2015,21:35:00,0:05:00,19/12/15 21:35,"1,836.01","2,353.72",1.17,11.46,250.23,71.44,80.66
12/19/2015,21:40:00,0:05:00,19/12/15 21:40,"1,832.41","2,353.87",1.17,11.47,250.27,71.45,80.67
12/19/2015,21:45:00,0:05:00,19/12/15 21:45,"1,837.32","2,354.02",1.17,11.48,250.2,71.46,80.68
12/19/2015,21:50:00,0:05:00,19/12/15 21:50,"1,836.83","2,354.18",1.17,11.47,250.18,71.47,80.69
12/19/2015,21:55:00,0:05:00,19/12/15 21:55,"1,836.17","2,354.33",1.17,11.46,250.18,71.46,80.68
12/19/2015,22:00:00,0:05:00,19/12/15 22:00,"1,832.84","2,354.48",1.17,11.45,250.19,71.45,80.67
12/19/2015,22:05:00,0:05:00,19/12/15 22:05,"1,830.89","2,354.63",1.17,11.45,250.18,71.41,80.63
12/19/2015,22:10:00,0:05:00,19/12/15 22:10,"1,834.30","2,354.79",1.17,11.46,250.18,71.43,80.65
12/19/2015,22:15:00,0:05:00,19/12/15 22:15,"1,840.06","2,354.94",1.17,11.46,250.18,71.45,80.67
12/19/2015,22:20:00,0:05:00,19/12/15 22:20,"1,840.14","2,355.09",1.17,11.45,250.18,71.43,80.65
12/19/2015,22:25:00,0:05:00,19/12/15 22:25,"1,841.35","2,355.25",1.17,11.45,250.21,71.44,80.66
12/19/2015,22:30:00,0:05:00,19/12/15 22:30,"1,839.70","2,355.40",1.17,11.47,250.24,71.42,80.64
12/19/2015,22:35:00,0:05:00,19/12/15 22:35,"1,840.78","2,355.55",1.17,11.48,250.18,71.41,80.63
12/19/2015,22:40:00,0:05:00,19/12/15 22:40,"1,837.14","2,355.71",1.17,11.46,250.18,71.43,80.65
12/19/2015,22:45:00,0:05:00,19/12/15 22:45,"1,838.55","2,355.86",1.17,11.45,250.18,71.45,80.67
12/19/2015,22:50:00,0:05:00,19/12/15 22:50,"1,838.03","2,356.01",1.17,11.43,250.21,71.44,80.66
12/19/2015,22:55:00,0:05:00,19/12/15 22:55,"1,837.81","2,356.16",1.17,11.42,250.22,71.43,80.65
12/19/2015,23:00:00,0:05:00,19/12/15 23:00,"1,840.20","2,356.32",1.17,11.4,250.33,71.44,80.66
12/19/2015,23:05:00,0:05:00,19/12/15 23:05,"1,836.00","2,356.47",1.17,11.39,250.38,71.44,80.66
12/19/2015,23:10:00,0:05:00,19/12/15 23:10,"1,833.56","2,356.62",1.17,11.37,250.42,71.43,80.65
12/19/2015,23:15:00,0:05:00,19/12/15 23:15,"1,833.70","2,356.78",1.17,11.36,250.55,71.42,80.64
12/19/2015,23:20:00,0:05:00,19/12/15 23:20,"1,834.07","2,356.93",1.17,11.35,250.57,71.41,80.63
12/19/2015,23:25:00,0:05:00,19/12/15 23:25,"1,837.17","2,357.08",1.17,11.33,250.64,71.43,80.65
12/19/2015,23:30:00,0:05:00,19/12/15 23:30,"1,837.95","2,357.23",1.17,11.31,250.56,71.45,80.67
12/19/2015,23:35:00,0:05:00,19/12/15 23:35,"1,834.14","2,357.39",1.17,11.3,250.72,71.44,80.66
12/19/2015,23:40:00,0:05:00,19/12/15 23:40,"1,834.15","2,357.54",1.17,11.3,250.7,71.44,80.66
12/19/2015,23:45:00,0:05:00,19/12/15 23:45,"1,828.65","2,357.69",1.17,11.29,250.7,71.41,80.63
12/19/2015,23:50:00,0:05:00,19/12/15 23:50,"1,838.30","2,357.84",1.17,11.27,250.62,71.43,80.65
12/19/2015,23:55:00,0:05:00,19/12/15 23:55,"1,838.55","2,358.00",1.17,11.23,250.78,71.42,80.64
12/20/2015,0:00:00,0:05:00,20/12/15 0:00,"1,836.80","2,358.15",1.17,11.23,250.82,71.47,80.69
12/20/2015,0:05:00,0:05:00,20/12/15 0:05,"1,835.87","2,358.30",1.17,11.23,250.79,71.45,80.67
12/20/2015,0:10:00,0:05:00,20/12/15 0:10,"1,833.44","2,358.45",1.17,11.23,250.85,71.42,80.64
12/20/2015,0:15:00,0:05:00,20/12/15 0:15,"1,838.34","2,358.61",1.17,11.26,250.81,71.39,80.61
12/20/2015,0:20:00,0:05:00,20/12/15 0:20,"1,842.05","2,358.76",1.17,11.26,250.78,71.42,80.64
12/20/2015,0:25:00,0:05:00,20/12/15 0:25,"1,842.76","2,358.91",1.17,11.26,250.73,71.41,80.63
12/20/2015,0:30:00,0:05:00,20/12/15 0:30,"1,839.84","2,359.07",1.17,11.26,250.78,71.41,80.63
12/20/2015,0:35:00,0:05:00,20/12/15 0:35,"1,843.77","2,359.22",1.17,11.25,250.64,71.4,80.62
12/20/2015,0:40:00,0:05:00,20/12/15 0:40,"1,847.53","2,359.37",1.17,11.23,250.74,71.42,80.64
12/20/2015,0:45:00,0:05:00,20/12/15 0:45,"1,847.08","2,359.53",1.17,11.22,250.8,71.41,80.63
12/20/2015,0:50:00,0:05:00,20/12/15 0:50,"1,841.50","2,359.68",1.17,11.23,250.83,71.37,80.59
12/20/2015,0:55:00,0:05:00,20/12/15 0:55,"1,852.57","2,359.84",1.17,11.24,250.77,71.39,80.61
12/20/2015,1:00:00,0:05:00,20/12/15 1:00,"1,857.46","2,359.99",1.17,11.23,250.73,71.39,80.61
12/20/2015,1:05:00,0:05:00,20/12/15 1:05,"1,848.09","2,360.14",1.17,11.23,250.79,71.39,80.61
12/20/2015,1:10:00,0:05:00,20/12/15 1:10,"1,851.41","2,360.30",1.17,11.24,250.77,71.38,80.6
12/20/2015,1:15:00,0:05:00,20/12/15 1:15,"1,849.65","2,360.45",1.17,11.24,250.74,71.4,80.62
12/20/2015,1:20:00,0:05:00,20/12/15 1:20,"1,846.56","2,360.61",1.17,11.23,250.75,71.39,80.61
12/20/2015,1:25:00,0:05:00,20/12/15 1:25,"1,848.60","2,360.76",1.17,11.22,250.79,71.38,80.6
12/20/2015,1:30:00,0:05:00,20/12/15 1:30,"1,841.89","2,360.91",1.17,11.21,250.79,71.4,80.62
12/20/2015,1:35:00,0:05:00,20/12/15 1:35,"1,837.70","2,361.07",1.17,11.21,250.81,71.39,80.61
12/20/2015,1:40:00,0:05:00,20/12/15 1:40,"1,835.81","2,361.22",1.17,11.22,250.89,71.35,80.57
12/20/2015,1:45:00,0:05:00,20/12/15 1:45,"1,846.50","2,361.37",1.17,11.23,250.78,71.42,80.64
12/20/2015,1:50:00,0:05:00,20/12/15 1:50,"1,846.14","2,361.53",1.17,11.23,250.79,71.4,80.62
12/20/2015,1:55:00,0:05:00,20/12/15 1:55,"1,854.05","2,361.68",1.17,11.23,250.78,71.38,80.6
12/20/2015,2:00:00,0:05:00,20/12/15 2:00,"1,856.61","2,361.83",1.17,11.22,250.72,71.37,80.59
12/20/2015,2:05:00,0:05:00,20/12/15 2:05,"1,852.92","2,361.99",1.17,11.19,250.65,71.4,80.62
12/20/2015,2:10:00,0:05:00,20/12/15 2:10,"1,850.75","2,362.14",1.17,11.15,250.8,71.38,80.6
12/20/2015,2:15:00,0:05:00,20/12/15 2:15,"1,846.95","2,362.30",1.17,11.12,250.89,71.34,80.56
12/20/2015,2:20:00,0:05:00,20/12/15 2:20,"1,850.11","2,362.45",1.17,11.11,250.99,71.37,80.59
12/20/2015,2:25:00,0:05:00,20/12/15 2:25,"1,855.86","2,362.60",1.17,11.09,250.98,71.39,80.61
12/20/2015,2:30:00,0:05:00,20/12/15 2:30,"1,852.06","2,362.76",1.17,11.07,251.14,71.38,80.6
12/20/2015,2:35:00,0:05:00,20/12/15 2:35,"1,850.41","2,362.91",1.17,11.07,251.22,71.36,80.58
12/20/2015,2:40:00,0:05:00,20/12/15 2:40,"1,849.40","2,363.07",1.17,11.07,251.19,71.38,80.6
12/20/2015,2:45:00,0:05:00,20/12/15 2:45,"1,848.16","2,363.22",1.18,11.05,251.19,71.41,80.63
12/20/2015,2:50:00,0:05:00,20/12/15 2:50,"1,842.42","2,363.37",1.18,11.05,251.19,71.39,80.61
12/20/2015,2:55:00,0:05:00,20/12/15 2:55,"1,844.05","2,363.53",1.18,11.04,251.26,71.39,80.61
12/20/2015,3:00:00,0:05:00,20/12/15 3:00,"1,845.69","2,363.68",1.18,11.03,251.24,71.37,80.59
12/20/2015,3:05:00,0:05:00,20/12/15 3:05,"1,844.05","2,363.83",1.18,11,251.2,71.35,80.57
12/20/2015,3:10:00,0:05:00,20/12/15 3:10,"1,844.70","2,363.99",1.18,10.97,251.37,71.34,80.56
12/20/2015,3:15:00,0:05:00,20/12/15 3:15,"1,848.33","2,364.14",1.18,10.95,251.39,71.34,80.56
12/20/2015,3:20:00,0:05:00,20/12/15 3:20,"1,853.58","2,364.30",1.18,10.95,251.39,71.32,80.54
12/20/2015,3:25:00,0:05:00,20/12/15 3:25,"1,863.69","2,364.45",1.18,10.93,251.38,71.33,80.55
12/20/2015,3:30:00,0:05:00,20/12/15 3:30,"1,863.16","2,364.61",1.18,10.9,251.4,71.35,80.57
12/20/2015,3:35:00,0:05:00,20/12/15 3:35,"1,864.41","2,364.76",1.18,10.89,251.61,71.35,80.57
12/20/2015,3:40:00,0:05:00,20/12/15 3:40,"1,867.19","2,364.92",1.18,10.92,251.58,71.33,80.55
12/20/2015,3:45:00,0:05:00,20/12/15 3:45,"1,878.58","2,365.07",1.18,10.92,251.4,71.34,80.56
12/20/2015,3:50:00,0:05:00,20/12/15 3:50,"1,875.03","2,365.23",1.18,10.91,251.53,71.34,80.56
12/20/2015,3:55:00,0:05:00,20/12/15 3:55,"1,874.60","2,365.38",1.18,10.91,251.59,71.31,80.53
12/20/2015,4:00:00,0:05:00,20/12/15 4:00,"1,874.92","2,365.54",1.18,10.92,251.59,71.3,80.52
12/20/2015,4:05:00,0:05:00,20/12/15 4:05,"1,881.00","2,365.70",1.18,10.92,251.48,71.34,80.56
12/20/2015,4:10:00,0:05:00,20/12/15 4:10,"1,875.56","2,365.85",1.18,10.89,251.56,71.3,80.52
12/20/2015,4:15:00,0:05:00,20/12/15 4:15,"1,884.99","2,366.01",1.18,10.88,251.41,71.35,80.57
12/20/2015,4:20:00,0:05:00,20/12/15 4:20,"1,886.14","2,366.17",1.18,10.85,251.57,71.32,80.54
12/20/2015,4:25:00,0:05:00,20/12/15 4:25,"1,878.71","2,366.32",1.18,10.84,251.64,71.33,80.55
12/20/2015,4:30:00,0:05:00,20/12/15 4:30,"1,875.17","2,366.48",1.18,10.83,251.63,71.32,80.54
12/20/2015,4:35:00,0:05:00,20/12/15 4:35,"1,874.84","2,366.64",1.18,10.84,251.6,71.32,80.54
12/20/2015,4:40:00,0:05:00,20/12/15 4:40,"1,874.47","2,366.79",1.18,10.85,251.58,71.3,80.52
12/20/2015,4:45:00,0:05:00,20/12/15 4:45,"1,872.18","2,366.95",1.18,10.85,251.58,71.31,80.53
12/20/2015,4:50:00,0:05:00,20/12/15 4:50,"1,871.42","2,367.10",1.18,10.84,251.57,71.31,80.53
12/20/2015,4:55:00,0:05:00,20/12/15 4:55,"1,872.19","2,367.26",1.18,10.83,251.57,71.27,80.49
12/20/2015,5:00:00,0:05:00,20/12/15 5:00,"1,875.42","2,367.41",1.18,10.83,251.51,71.28,80.5
12/20/2015,5:05:00,0:05:00,20/12/15 5:05,"1,876.64","2,367.57",1.18,10.85,251.53,71.3,80.52
12/20/2015,5:10:00,0:05:00,20/12/15 5:10,"1,875.48","2,367.73",1.18,10.86,251.43,71.3,80.52
12/20/2015,5:15:00,0:05:00,20/12/15 5:15,"1,874.69","2,367.88",1.18,10.88,251.36,71.29,80.51
12/20/2015,5:20:00,0:05:00,20/12/15 5:20,"1,876.26","2,368.04",1.18,10.89,251.34,71.27,80.49
12/20/2015,5:25:00,0:05:00,20/12/15 5:25,"1,879.00","2,368.20",1.18,10.89,251.18,71.29,80.51
12/20/2015,5:30:00,0:05:00,20/12/15 5:30,"1,879.70","2,368.35",1.18,10.89,251.18,71.3,80.52
12/20/2015,5:35:00,0:05:00,20/12/15 5:35,"1,872.96","2,368.51",1.18,10.89,251.26,71.27,80.49
12/20/2015,5:40:00,0:05:00,20/12/15 5:40,"1,873.06","2,368.66",1.18,10.89,251.18,71.29,80.51
12/20/2015,5:45:00,0:05:00,20/12/15 5:45,"1,872.55","2,368.82",1.18,10.89,251.18,71.3,80.52
12/20/2015,5:50:00,0:05:00,20/12/15 5:50,"1,876.98","2,368.98",1.18,10.88,251.15,71.29,80.51
12/20/2015,5:55:00,0:05:00,20/12/15 5:55,"1,919.31","2,369.14",1.18,10.84,250.98,71.36,80.58
12/20/2015,6:00:00,0:05:00,20/12/15 6:00,"1,914.34","2,369.29",1.18,10.48,248.56,71.36,80.59
12/20/2015,6:05:00,0:05:00,20/12/15 6:05,"1,914.08","2,369.45",1.18,9.98,251.06,71.36,80.59
12/20/2015,6:10:00,0:05:00,20/12/15 6:10,"1,912.51","2,369.61",1.18,9.83,251.72,71.37,80.6
12/20/2015,6:15:00,0:05:00,20/12/15 6:15,"1,914.00","2,369.77",1.18,9.74,252.11,71.39,80.62
12/20/2015,6:20:00,0:05:00,20/12/15 6:20,"1,918.00","2,369.93",1.18,9.72,252.4,71.39,80.62
